buyer_name_clean,ocid,level1,sic_code,sic_string,start_date,end_date,co2_pm
DEPT OF AVIATION,ocds-0c46vo-0517-135356,,30300,Manufacture of air and spacecraft and related machinery,2020-07-01,2030-12-31,0.4295031564766623
CPD,ocds-0c46vo-0517-130981,,42220,Construction of utility projects for electricity and telecommunications,2020-07-01,2025-06-30,199.13844740034247
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-143931,,68320,Management of real estate on a fee or contract basis,2020-07-01,2061-08-31,0.6037185752825219
CPD,ocds-0c46vo-0517-132530,,73110,Advertising agencies,2020-07-01,2022-06-30,0
OFFICE OF BUDGET & MANAGEMENT,ocds-0c46vo-0517-134009,,72190,Other research and experimental development on natural sciences and engineering,2020-07-01,2022-08-30,2.6219965443037974
DEPT OF AVIATION,ocds-0c46vo-0517-136503,,51210,Freight air transport,2020-07-01,2030-12-31,70.20730151312041
DEPT OF AVIATION,ocds-0c46vo-0517-81523,,88100,Social work activities without accommodation for the elderly and disabled,2020-07-01,2025-06-30,2.9951637823676713
DEPARTMENT OF FINANCE,ocds-0c46vo-0517-136499,,70229,Management consultancy activities other than financial management,2020-07-06,2024-03-31,0.3187130508870968
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-134450,,71122,Engineering related scientific and technical consulting activities,2020-07-09,2050-12-31,0.027323661516349265
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-112351,,28250,Manufacture of non,2020-07-10,2025-07-09,6.925299589361096
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-115522,,29320,Manufacture of other parts and accessories for motor vehicles,2020-07-13,2025-07-12,12.42616791103667
DEPT OF AVIATION,ocds-0c46vo-0517-131840,,13931,Manufacture of woven or tufted carpets and rugs,2020-07-16,2025-07-15,3.616670630136986
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-136434,,43290,Other construction installation,2020-07-17,2024-07-17,2.7563644352262835
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-115511,,29100,Manufacture of motor vehicles,2020-07-20,2025-07-19,58.78571195596077
FIRE DEPARTMENT,ocds-0c46vo-0517-131990,,25730,Manufacture of tools,2020-07-24,2025-07-23,0.20346022296986302
FIRE DEPARTMENT,ocds-0c46vo-0517-131988,,25730,Manufacture of tools,2020-07-24,2025-07-23,25.953708442389043
FIRE DEPARTMENT,ocds-0c46vo-0517-131989,,86101,Hospital activities,2020-07-24,2025-07-23,0.12000013150684932
FIRE DEPARTMENT,ocds-0c46vo-0517-131987,,25730,Manufacture of tools,2020-07-24,2025-07-23,0.0435600477369863
CPD,ocds-0c46vo-0517-164116,,73110,Advertising agencies,2020-08-01,2022-07-31,0
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-132457,,24200,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",2020-08-05,2025-08-04,824.366816314699
DEPARTMENT OF POLICE,ocds-0c46vo-0517-106001,,33160,Repair and maintenance of aircraft and spacecraft,2020-08-05,2025-08-04,0.4871855339013699
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-133516,,30990,Manufacture of other transport equipment n.e.c.,2020-08-07,2025-08-06,2.333502557260274
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-132516,,71122,Engineering related scientific and technical consulting activities,2020-08-10,2022-08-09,13.702245611707818
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-132592,,71122,Engineering related scientific and technical consulting activities,2020-08-10,2022-08-09,12.39074969
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-132634,,71122,Engineering related scientific and technical consulting activities,2020-08-10,2022-08-09,12.54564955111111
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-132635,,71122,Engineering related scientific and technical consulting activities,2020-08-10,2022-08-09,11.51861653259259
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-134502,,49320,Taxi operation,2020-08-10,2025-08-09,2034.1069059558104
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-132636,,71122,Engineering related scientific and technical consulting activities,2020-08-12,2022-08-11,11.587711258518517
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-144814,,43110,Demolition,2020-08-18,2023-08-18,0.019444465753424654
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-141679,,43210,Electrical installation,2020-09-08,2062-12-31,2.3815327423320825
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-152975,,71122,Engineering related scientific and technical consulting activities,2020-09-23,2023-09-23,5.219693220205479
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-152976,,42220,Construction of utility projects for electricity and telecommunications,2020-09-23,2023-09-23,156.2501712328767
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-152974,,42220,Construction of utility projects for electricity and telecommunications,2020-09-23,2023-09-23,156.2501712328767
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-152978,,42220,Construction of utility projects for electricity and telecommunications,2020-09-23,2023-09-23,156.2501712328767
DEPT OF PROCUREMENT SERVICES,ocds-0c46vo-0517-134070,,73110,Advertising agencies,2020-09-27,2025-09-26,0
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-46171,,71122,Engineering related scientific and technical consulting activities,2020-09-29,2023-09-30,0.5256055658929379
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-140117,Central Government,63110,"Data processing, hosting and related activities",2020-10-01,2022-09-30,0
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-134514,,42220,Construction of utility projects for electricity and telecommunications,2020-10-01,2022-09-30,505.7767316872428
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-134512,,42220,Construction of utility projects for electricity and telecommunications,2020-10-01,2022-09-30,515.6861504115226
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-133504,,42220,Construction of utility projects for electricity and telecommunications,2020-10-01,2022-09-30,498.9966030864197
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-133501,,42220,Construction of utility projects for electricity and telecommunications,2020-10-01,2022-09-30,504.21208662551436
DEPARTMENT OF FINANCE,ocds-0c46vo-0517-137935,,64191,Banks,2020-10-03,2023-10-02,0
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-143578,,43110,Demolition,2020-10-29,2023-10-29,0.25277805479452053
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-135877,,42220,Construction of utility projects for electricity and telecommunications,2020-10-29,2022-10-31,123.08396059221312
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-136008,,42220,Construction of utility projects for electricity and telecommunications,2020-10-29,2022-10-31,123.08396059221312
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-181201,,30990,Manufacture of other transport equipment n.e.c.,2020-10-30,2022-06-30,0.013757553453947368
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-176306,,42220,Construction of utility projects for electricity and telecommunications,2020-10-30,2022-06-30,0.03439388363486842
DEPT OF AVIATION,ocds-0c46vo-0517-128820,,29320,Manufacture of other parts and accessories for motor vehicles,2020-11-01,2025-10-31,0.2666669589041096
DEPT OF AVIATION,ocds-0c46vo-0517-133732,,70229,Management consultancy activities other than financial management,2020-11-01,2025-10-31,0.5056585541457534
