releasedate,startdate,enddate,buyer,buyer_matched_name,level1,ocid,contactname,title,description,value,currency
2019-08-19 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-391129-2019,,Non-Clinical Temporary and Fixed Term Staff,The requirement is for the supply of non clinical temporary and fixed term staff from both employment businesses and employment agencies as was detailed in framework schedule 1 (specification) of the framework contract. The supplier's covered all roles related to this lot as described in Appendix A — Person Specification of the invitation to tender. The requirement is for the supply of non clinical temporary and fixed term staff from both employment businesses and employment agencies as was detailed in framework schedule 1 (specification) of the framework contract. The supplier's covered all roles related to this lot as described in Appendix A — person specification of the invitation to tender. The requirement is for the supply of Non clinical temporary and fixed term staff from both employment businesses and employment agencies as was detailed in framework schedule 1 (specification) of the framework contract. The supplier's covered all roles related to this lot as described in Appendix A — Person Specification of the invitation to tender.,,
2018-03-10 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-108461-2018,,Public Sector Travel and Venue Solutions,"Solution 1 is a single Supplier award. 
The Supplier successfully awarded Solution 1 will be able to deliver all Mandatory requirements outlined in Commercial Agreement Schedule 2, Part B Specification of Requirements. 
The Supplier shall be responsible for the provision of Online Rail Solutions via Direct Award. The Supplier shall provide each Customer with an Online Booking System for booking rail travel and supporting services. 
Solution 2 is a single Supplier award. 
The Supplier successfully awarded Solution 2 will be able to deliver all Mandatory requirements outlined in Commercial Agreement Schedule 2, Part B Specification of Requirements. 
The Supplier shall be responsible for the provision of Online Accommodation Solutions via Direct Award. The Supplier shall provide each Customer with an Online Booking System for booking accommodation and supporting services. 
Solution 3 is a single Supplier award. 
The Supplier successfully awarded Solution 3 will be able to deliver all Mandatory requirements outlined in Commercial Agreement 2 Schedule 2, Part B Specification of Requirements. 
The Supplier shall be responsible for the provision of Online Air Solutions via Direct Award. The Supplier shall provide each Customer with an Online Booking System for booking air travel and supporting services. 
Solution 4 is a multi-supplier award; a maximum number of three (3) Potential Providers will be appointed. The Suppliers appointed to Solution 4 will be able to deliver all Mandatory requirements outlined in Commercial Agreement Schedule 2 Services.The Supplier shall be responsible for the provision of Offline and Online Travel Solutions via Direct Award or Further Competition. The Supplier shall provide Customers with an Online Booking System and an Offline Service for booking business travel and supporting services. Customers may procure Offline Services only through this Solution. 
Solution 5 is a single Supplier award. 
The Supplier successfully awarded Solution 5 will be able to deliver all Mandatory requirements outlined in Commercial Agreement Schedule 2, Part B Specification of Requirements. 
The Supplier shall be responsible for the provision of Venue Find, Group Accommodation and Supporting Services via Direct Award. The Supplier shall provide the Customer with an Offline Service for venue find and supporting services; and Group Accommodation bookings for 9 Travellers or more.",,
2019-08-20 00:00:00+00,,,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0133-393128-2019,"Kevin Hughes, Senior Pensions Policy Adviser",Civil Service DC Pension Arrangements: Administration and Investment Platform Services,The Cabinet Office intends to select a single preferred provider.,,
2019-08-20 00:00:00+00,,,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0133-393128-2019,"Kevin Hughes, Senior Pensions Policy Adviser",Civil Service DC Pension Arrangements: Administration and Investment Platform Services,The Cabinet Office intends to select a single preferred provider.,,
2019-08-20 00:00:00+00,,,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0133-393128-2019,"Kevin Hughes, Senior Pensions Policy Adviser",Civil Service DC Pension Arrangements: Administration and Investment Platform Services,The Cabinet Office intends to select a single preferred provider.,,
2019-08-20 00:00:00+00,,,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0133-393128-2019,"Kevin Hughes, Senior Pensions Policy Adviser",Civil Service DC Pension Arrangements: Administration and Investment Platform Services,The Cabinet Office intends to select a single preferred provider.,,
2019-08-20 00:00:00+00,,,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0133-393128-2019,"Kevin Hughes, Senior Pensions Policy Adviser",Civil Service DC Pension Arrangements: Administration and Investment Platform Services,The Cabinet Office intends to select a single preferred provider.,,
2019-08-20 00:00:00+00,,,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0133-393128-2019,"Kevin Hughes, Senior Pensions Policy Adviser",Civil Service DC Pension Arrangements: Administration and Investment Platform Services,The Cabinet Office intends to select a single preferred provider.,,
2019-08-20 00:00:00+00,,,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0133-393128-2019,"Kevin Hughes, Senior Pensions Policy Adviser",Civil Service DC Pension Arrangements: Administration and Investment Platform Services,The Cabinet Office intends to select a single preferred provider.,,
2019-08-20 00:00:00+00,,,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0133-393128-2019,"Kevin Hughes, Senior Pensions Policy Adviser",Civil Service DC Pension Arrangements: Administration and Investment Platform Services,The Cabinet Office intends to select a single preferred provider.,,
2019-08-20 00:00:00+00,,,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0133-393128-2019,"Kevin Hughes, Senior Pensions Policy Adviser",Civil Service DC Pension Arrangements: Administration and Investment Platform Services,The Cabinet Office intends to select a single preferred provider.,,
2019-08-20 00:00:00+00,,,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0133-393128-2019,"Kevin Hughes, Senior Pensions Policy Adviser",Civil Service DC Pension Arrangements: Administration and Investment Platform Services,The Cabinet Office intends to select a single preferred provider.,,
2019-08-20 00:00:00+00,,,The Minister for the Cabinet Office acting through the Geospatial Commission,,,ocds-0c46vo-0133-392691-2019,,Provision of Aerial Photography and Height Data Services.,"The purpose of this PIN is to:— give advance notice that CCS and the Cabinet Office are working together, to undertake a tendering exercise to set up new contract for the provision of replacement aerial photography and height data services and associated user services,— gauge the market interest by identifying suppliers who would like to participate in market engagement, including the opportunity for suppliers to engage, ask questions, seek feedback, and input into the specification, pricing approach and review the terms and conditions.If you would like to express an interest in taking part in market engagement, please email the address below including the subject line: ‘RM6176 Market Engagement’, providing your contact details (name, title, company name, company address, direct contact number, email address), to: gccontractsteam@cabinetoffice.gov.ukA webinar with all suppliers who have expressed an interest will be hosted on 5th September at 10.00 a.m. Deadline for expressions of interest is 3rd September. More information about the webinar will be provided on 4th September.II.1.6) The lotting structure of this commercial vehicle will be determined as a result of the market engagement.",,
2019-02-22 12:28:05+00,,2019-02-06 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-ae0b0efd-e892-4781-9c7f-11ffdd38500c,Mark Weekes,Laptops(2019),The award of contract for the supply of end user equipment.,0,GBP
2019-02-22 12:28:05+00,,2019-02-06 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-ae0b0efd-e892-4781-9c7f-11ffdd38500c,Mark Weekes,Laptops(2019),The award of contract for the supply of end user equipment.,0,GBP
2019-02-22 12:28:05+00,,2019-02-06 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-ae0b0efd-e892-4781-9c7f-11ffdd38500c,Mark Weekes,Laptops(2019),The award of contract for the supply of end user equipment.,0,GBP
2019-02-22 12:28:05+00,,2019-02-06 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-ae0b0efd-e892-4781-9c7f-11ffdd38500c,Mark Weekes,Laptops(2019),The award of contract for the supply of end user equipment.,0,GBP
2019-02-22 12:28:05+00,,2019-02-06 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-ae0b0efd-e892-4781-9c7f-11ffdd38500c,Mark Weekes,Laptops(2019),The award of contract for the supply of end user equipment.,0,GBP
2019-02-22 12:28:05+00,,2019-02-06 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-ae0b0efd-e892-4781-9c7f-11ffdd38500c,Mark Weekes,Laptops(2019),The award of contract for the supply of end user equipment.,0,GBP
2019-02-22 12:28:05+00,,2019-02-06 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-ae0b0efd-e892-4781-9c7f-11ffdd38500c,Mark Weekes,Laptops(2019),The award of contract for the supply of end user equipment.,0,GBP
2019-02-22 12:28:05+00,,2019-02-06 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-ae0b0efd-e892-4781-9c7f-11ffdd38500c,Mark Weekes,Laptops(2019),The award of contract for the supply of end user equipment.,0,GBP
2019-02-22 12:28:05+00,,2019-02-06 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-ae0b0efd-e892-4781-9c7f-11ffdd38500c,Mark Weekes,Laptops(2019),The award of contract for the supply of end user equipment.,0,GBP
2019-02-22 12:28:05+00,,2019-02-06 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-ae0b0efd-e892-4781-9c7f-11ffdd38500c,Mark Weekes,Laptops(2019),The award of contract for the supply of end user equipment.,0,GBP
2019-06-26 11:05:12+00,,2019-06-06 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-47a46d80-8422-48e2-8bf6-c20f436763f9,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,The Provision of Digital Learning Course Development for GCS,"This opportunity has been awarded and is published for transparency purposes. The Government Communication Service has a requirement for 2 Digital Learning Courses for its portfolio, to be compatible with the existing learning delivery system.",0,GBP
2019-05-30 00:00:00+00,2019-05-30 00:00:00+00,2019-06-13 00:00:00+00,"Government Digital Service, part of Cabinet Office",,,ocds-0c46vo-0070-9779,,WP1703: Digital Capability for Urgent EU Exit Requirements,"GDS require a supplier that can provide teams, or resources to supplement existing teams, to work on urgent EU Exit related projects. Individual statements of work (SoW) will be agreed and aligned to the discrete delivery phases as required. This is the third in a series of contracts. See https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/9676
UK Government needs access at short notice to resources that can design, build, and deliver digital services in the wake of EU Exit. We are looking at placing teams within two weeks to deliver digital outcomes.",,
2019-09-05 09:59:40+00,,2019-03-07 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-14302c81-b217-4808-bac5-9f28093a3c29,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,CO WAN ITT,Internet Connectivity for Cabinet Office Locations,0,GBP
2019-08-02 12:23:12+00,,2018-06-28 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-f45fb273-36e2-4761-92fe-e16f05f79e1b,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Tunisia 18/19 - Innajim - Entrepreneurship and Vocational Training Communication,Innajim - Entrepreneurship and Vocational Training Communications Campaign,1000000,GBP
2017-05-15 00:00:00+00,2017-05-15 00:00:00+00,2017-05-22 00:00:00+00,Government Digital Service (GDS) part of the Cabinet Office,,,ocds-0c46vo-0070-2577,,WP1391: Security Operations Engineer,"Working to deliver security tooling:Monitoring, Threat Intelligence. Scaling of our engineering capabilities.",,
2019-09-04 09:55:33+00,,2019-09-09 00:00:00+00,Crown Commercial Service : Cabinet Office,,,ocds-0c46vo-0001-5a4876c4-b7b6-433b-9760-d44e46ef2eb0,Crown Commercial Service on behalf of Crown Commercial Service : Cabinet Office,CCZZ19A47 - The Provision of an External Evaluator for Deliberative Public Engagement,"The National Infrastructure Commission (NIC), has a requirement for an external evaluator. The evaluator is required to externally evaluate a deliberative engagement with a broadly representative sample of the general public on the topic of policies to reduce road congestion, including road pricing. This will inform the Commissions future discussions and recommendations.",15000,GBP
2018-04-12 00:00:00+00,2018-04-12 00:00:00+00,2018-04-19 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-6674,,Cabinet Office user researcher,Lead the user research work to transition Ethnicity facts and figures from public beta on GOV.UK to live. There is also potential to support the policy work on ‘explaining or changing’ the disparities that our data uncovers. This role falls outside IR35.,,
2018-04-12 00:00:00+00,2018-04-12 00:00:00+00,2018-04-19 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-6674,,Cabinet Office user researcher,Lead the user research work to transition Ethnicity facts and figures from public beta on GOV.UK to live. There is also potential to support the policy work on ‘explaining or changing’ the disparities that our data uncovers. This role falls outside IR35.,,
2018-04-12 00:00:00+00,2018-04-12 00:00:00+00,2018-04-19 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-6674,,Cabinet Office user researcher,Lead the user research work to transition Ethnicity facts and figures from public beta on GOV.UK to live. There is also potential to support the policy work on ‘explaining or changing’ the disparities that our data uncovers. This role falls outside IR35.,,
2018-04-12 00:00:00+00,2018-04-12 00:00:00+00,2018-04-19 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-6674,,Cabinet Office user researcher,Lead the user research work to transition Ethnicity facts and figures from public beta on GOV.UK to live. There is also potential to support the policy work on ‘explaining or changing’ the disparities that our data uncovers. This role falls outside IR35.,,
2018-04-12 00:00:00+00,2018-04-12 00:00:00+00,2018-04-19 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-6674,,Cabinet Office user researcher,Lead the user research work to transition Ethnicity facts and figures from public beta on GOV.UK to live. There is also potential to support the policy work on ‘explaining or changing’ the disparities that our data uncovers. This role falls outside IR35.,,
2018-04-12 00:00:00+00,2018-04-12 00:00:00+00,2018-04-19 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-6674,,Cabinet Office user researcher,Lead the user research work to transition Ethnicity facts and figures from public beta on GOV.UK to live. There is also potential to support the policy work on ‘explaining or changing’ the disparities that our data uncovers. This role falls outside IR35.,,
2018-04-12 00:00:00+00,2018-04-12 00:00:00+00,2018-04-19 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-6674,,Cabinet Office user researcher,Lead the user research work to transition Ethnicity facts and figures from public beta on GOV.UK to live. There is also potential to support the policy work on ‘explaining or changing’ the disparities that our data uncovers. This role falls outside IR35.,,
2018-04-12 00:00:00+00,2018-04-12 00:00:00+00,2018-04-19 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-6674,,Cabinet Office user researcher,Lead the user research work to transition Ethnicity facts and figures from public beta on GOV.UK to live. There is also potential to support the policy work on ‘explaining or changing’ the disparities that our data uncovers. This role falls outside IR35.,,
2018-04-12 00:00:00+00,2018-04-12 00:00:00+00,2018-04-19 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-6674,,Cabinet Office user researcher,Lead the user research work to transition Ethnicity facts and figures from public beta on GOV.UK to live. There is also potential to support the policy work on ‘explaining or changing’ the disparities that our data uncovers. This role falls outside IR35.,,
2018-04-12 00:00:00+00,2018-04-12 00:00:00+00,2018-04-19 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0070-6674,,Cabinet Office user researcher,Lead the user research work to transition Ethnicity facts and figures from public beta on GOV.UK to live. There is also potential to support the policy work on ‘explaining or changing’ the disparities that our data uncovers. This role falls outside IR35.,,
2017-03-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-097126-2017,,,,,
2018-08-16 16:36:41+00,,2018-08-03 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-a2f63fd4-a7c3-47df-b190-a70d80f8c128,"",Threat Intelligence Platform,Anomali Threatstream Threat Intelligence Platform,0,GBP
2019-09-12 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0354-SEP308819,,Courier Services,"Courier services: Early thinking is that services will be broken down into framework lots including (but not limited to), the following draft courier services: — collection and delivery, — secure collection and delivery, — secure collection and delivery and storage for examination papers, — dedicated network, — collection and delivery of specimens, samples, pharmaceutical and controlled drugs, — regional courier, — security screening, — collection and delivery of firearms and explosives, — collection and delivery of radioactive materials.",,
2019-09-06 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Services,,,ocds-0c46vo-0354-SEP308188,,Media Monitoring Services,"Crown commercial service, as the authority, intends to put in place an agreement for the provision of media monitoring services for use by Central Government and all other UK Public Sector bodies, including: — local authorities, — health, — police, — fire and rescue, — education and devolved administrations. It is intended that this commercial agreement will be the recommended vehicle for all media monitoring services required by UK central government departments. This agreement will be for the monitoring and analysis of media coverage (press, online, broadcast, social media) to enable the evaluation of communications campaigns. Associated additional services will also be included. This is the replacement commercial agreement for RM3708. The lotting structure of this agreement will be determined as a result of the market engagement",,
2017-05-17 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0354-MAY198998,,Facilities Management Services.,"Crown Commercial Service as the Authority is putting in place a Pan Government Collaborative Framework Agreement for use by UK public sector bodies (and any future successors to these organisations), which include Central Government Departments and their Arm's Length Bodies and Agencies, Non Departmental Public Bodies, NHS bodies and Local Authorities. The above Public Sector Bodies require a Framework Agreement that provides Facilities Management Services.",,
2019-04-04 00:00:00+00,,2023-04-29 00:00:00+00,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-157231-2019,,Apprenticeships Training Marketplace,"The supplier shall have the ability to provide apprenticeship training and related services to all UK central government departments, wider public sector organisations and charities.",,
2017-12-12 00:00:00+00,2017-12-12 00:00:00+00,,The Cabinet Office,,,ocds-0c46vo-0022-DEC227201,,Standby and Emergency Generators Including Uninteruptable Power Supplies.,"Crown Commercial Service (CCS) as the Contracting Authority intends to put in place a Pan Government Collaborative Agreement for the provision of Standby and emergency generators to be utilised by eligible Central Government Departments and all other UK Public Sector Bodies, including Local Authorities, Health, Police, Fire and Rescue, Education and Devolved Administrations. It is intended that this commercial agreement will be the recommended vehicle for all Standby and emergency generators required by UK public sector bodies, which include Central Government Departments and their Arm's Length Bodies and Agencies, Non Departmental Public Bodies, NHS bodies, Local Authorities, Health, Police, Fire and Rescue, Education, Charities and Devolved Administrations.",50000000.0,GBP
2018-01-17 00:00:00+00,,2018-02-16 00:00:00+00,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-020894-2018,,Research marketplace dynamic purchasing system (DPS),"Provision of research services for all UK CGD and WPS organisations. The core requirement of the research services shall include but not be limited to the one or a combination of services in each of the following four (4) distinct categories: 
- Subject area(s)/ subcategories - social, sector, health, finance, communications, business. 
- Research Methods/ subcategories - analysis, consultancy, evaluation, mystery shopping, qualitative (face-to-face), qualitative (online), qualitative (services), qualitative (specialist), quantitative (specialist), quantitative (telephone), quantitative. 
- Specific participant groups/ subcategories - economy, ethnicity, health, life stage, professions, social, social-economic. 
- Research location/ subcategories - UK, British overseas territories, Crown dependencies, Commonwealth, EU and international. 
- Security,  
- Vetting, 
 - DPS Management and  
- Social Value. 
The comprehensive research service matrix can be located in the procurement bid pack.",,
2017-03-22 16:48:35+00,,2017-01-20 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-4b718f89-8a74-4c92-81fd-9535ed8fe2ba,GDS,Ernst &amp; Young LLP,"Common taxonomy service for the Digital, Data and Technology Professions team at GDS.",0,GBP
2017-05-10 13:20:37+00,,2016-09-19 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-a5a0eb30-f3b7-4e14-bf57-48bebeaaba68,GDS,JIGSAW Limited,Adobe Creative Cloud for Teams License management tool.,0,GBP
2017-05-10 13:44:01+00,,2017-03-10 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-213de482-36d9-45ec-88b2-ad35b526a884,GDS,Ixydo Ltd,Provision of automation and support services for GOV.UK Verify.,0,GBP
2017-05-02 13:04:29+00,,2017-04-06 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-0ac7da93-8472-4972-b950-90a070e23c92,GDS,Assured Information Security Limited,Provision of security expertise for the production of assurance reports and risk reports.,0,GBP
2017-05-02 13:13:51+00,,2017-01-06 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-844eb11a-9ce3-48a6-b8b8-f87ca035190b,GDS,Firetext Communications Ltd,"SMS services to support GOV.UK Notify, one of GDS&#039;s new cross-Government platforms.",0,GBP
2017-05-10 13:55:45+00,,2017-01-04 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-f77200b5-aadf-4622-bf54-14afd0a8a5f1,GDS,NTT Data UK Limited,Provision of a Portfolio Management Service.,0,GBP
2018-06-08 16:56:43+00,,2017-11-26 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-42ddf2ac-fb95-4139-a4a9-eafb9970fc72,Graham Ovington,Apprenticeship Training and Related Services,"Call off contract from Part a of the Crown Commercial Services Apprenticeship Training and Related Services Framework to cover the following Lots:
Lot 1 - Leadership and Management Apprenticeship Training and Related Services
Lot 2 - Project Management Apprenticeship Training and Related Services
Lot 6 - Higher Level Digital Apprenticeship Training and Related Services
Lot 7 - Digital Apprenticeship Training and Related Services
Lot 10 - Higher Level Leadership and Management Apprenticeship Training and Related Services",0,GBP
2018-09-26 14:42:59+00,,2017-10-16 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-454d186e-c6dd-4871-91ff-45f797c485a9,Graham Ovington,Learning Platform for Government Beta,"The provision of an expert delivery team to join an existing
internal team to develop and deliver the new Learning
Platform for Government to replace the Civil Service
Learning website.",2000000,GBP
2018-10-26 13:51:31+00,,2018-08-21 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-5340dfdd-d923-42f1-91b9-6f67ba10445c,Emma Lawson,Provision for On-line Security Checks,"CSHR Recruitment Surge Capacity - On-line Requests
for standard &amp; enhanced Disclosure Barring Service
Criminal Records and Basic Disclosure Scotland checks",0,GBP
2018-11-26 11:04:23+00,,2018-09-10 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-443ac6f6-0e0d-47ed-a3eb-7c82b17434b0,Emma Lawson,Contract Variation- Recruitment Surge Capacity- Video Assessors,"Contract for Assessment services for an interview process that uses a video assessment platform.This will form part of the recruitment process for the Civil Service FS assessment system.

The contract period is extended for a maximum period of 12 months from 11 September 2018 to 21 August 2019 on an incremental rolling 3 monthly basis.

The Client shall provide 1 months&#039; notice of termination of the contract.",0,GBP
2019-01-28 08:14:38+00,,2017-10-25 00:00:00+00,H M GOVERNMENT CABINET OFFICE,,,ocds-0c46vo-0001-f7d032f6-06a2-47bc-b885-e54c45c68ab9,Graham Ovington,Recruitment Platform for Government Beta,"The provision of an expert delivery team to join an existing
internal team to design a user experience optimised for all
users, develop a technical architecture to integrate modern
cloud based services and build a platform to replace the
current Civil Service Jobs system. The team will also be
required to develop and enable shared
components/services across the digital products in the
CSHR portfolio; Learning Platform for Government, Fast
Stream &amp; Early Talent Recruitment and Civil Service
Careers site.",2200000,GBP
2019-02-26 11:22:05+00,,2018-11-19 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-21aa3e34-3eff-4489-86c3-688d0a0da2e3,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Additional Contract for The Provision of Forensic Accounting Support,Requirement for Audit Consultancy services.,2000000,GBP
2019-02-26 11:07:48+00,,2018-11-19 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-7bfa6a2a-f26f-41a7-9406-b720f6db5d6b,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,The Provision of Forensic Accounting Support,Requirement for Audit Consultancy services.,3000000,GBP
2019-02-25 15:41:40+00,,2019-03-08 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-f0db2e87-20fa-419f-ae7d-321b41b88f95,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Creatve Communications Campaign for Scotland for Cabinet Office CCCO19A12,"The Cabinet Office and Scotland Office campaign teams require a creative agency to support concept, content creation and planning for a public information campaign in Scotland.",50000,GBP
2019-04-02 11:36:32+00,,2018-11-30 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-d5505af4-38ac-4d0c-8374-80af21e8ee7a,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Democracy Counts - EMS,A Single Tender Action to support the Cabinet Office with an Electoral Management System from Democracy Counts.,0,GBP
2019-04-02 11:48:08+00,,2018-11-30 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-3bd710e3-e653-4757-9a9a-9623a1f40559,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Dumfries and Galloway - EMS,An STA to purchase an Electoral Management System.,0,GBP
2019-04-02 11:11:39+00,,2018-11-30 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-853eb026-f686-4f2c-be15-d80992fc2d70,Crown Commercial Service on behalf of Cabinet Office : Cabinet Office,Supply of bespoke Electoral Management System modifications,"Delivering a more cost effective, streamlined and user friendly annual voter registration canvass is one work stream within a wider Programme initiative aimed at delivering the vision for electoral registration. This wider Programme, entitled the &#039;Modernising Electoral Registration Programme&#039; (MERP), consists of a range of work streams, each aimed at realising one or more of the vision&#039;s overarching objectives - such as increasing the completeness and accuracy of the register, making the system of electoral registration more efficient and ensuring ERO performance is measured more on outcomes as opposed to outputs.",0,GBP
2019-04-02 15:47:07+00,,2019-02-11 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-096dba9e-4d92-4b85-bc78-239f09e08b4f,Nichola Luu,Contract for End User Hardware (Computer Monitors),This contract is awarded for the supply of computer monitors,0,GBP
2019-04-02 15:47:07+00,,2019-02-11 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-096dba9e-4d92-4b85-bc78-239f09e08b4f,Nichola Luu,Contract for End User Hardware (Computer Monitors),This contract is awarded for the supply of computer monitors,0,GBP
2019-04-02 15:47:07+00,,2019-02-11 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-096dba9e-4d92-4b85-bc78-239f09e08b4f,Nichola Luu,Contract for End User Hardware (Computer Monitors),This contract is awarded for the supply of computer monitors,0,GBP
2019-04-02 15:47:07+00,,2019-02-11 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-096dba9e-4d92-4b85-bc78-239f09e08b4f,Nichola Luu,Contract for End User Hardware (Computer Monitors),This contract is awarded for the supply of computer monitors,0,GBP
2019-04-02 15:47:07+00,,2019-02-11 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-096dba9e-4d92-4b85-bc78-239f09e08b4f,Nichola Luu,Contract for End User Hardware (Computer Monitors),This contract is awarded for the supply of computer monitors,0,GBP
2019-04-02 15:47:07+00,,2019-02-11 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-096dba9e-4d92-4b85-bc78-239f09e08b4f,Nichola Luu,Contract for End User Hardware (Computer Monitors),This contract is awarded for the supply of computer monitors,0,GBP
2019-04-02 15:47:07+00,,2019-02-11 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-096dba9e-4d92-4b85-bc78-239f09e08b4f,Nichola Luu,Contract for End User Hardware (Computer Monitors),This contract is awarded for the supply of computer monitors,0,GBP
2019-04-02 15:47:07+00,,2019-02-11 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-096dba9e-4d92-4b85-bc78-239f09e08b4f,Nichola Luu,Contract for End User Hardware (Computer Monitors),This contract is awarded for the supply of computer monitors,0,GBP
